"exp_id","Family","ESV","Abundance","Treatment","Predicted_Abundance","q","q2","seed","level"
1,"F0","S40",0,"SA",0.0449398533672674,0.9,0.9,1,"ESV"
1,"F0","S42",0.309306157854128,"SA",0.294437082393822,0.9,0.9,1,"ESV"
1,"F0","S59",0.083871173917849,"SA",0.00710681954239665,0.9,0.9,1,"ESV"
1,"F0","S68",0,"SA",0.04340947125718,0.9,0.9,1,"ESV"
1,"F0","S96",0,"SA",0.0068533337835029,0.9,0.9,1,"ESV"
1,"F1","S111",0.13057099345743,"SA",0.0182373500287153,0.9,0.9,1,"ESV"
1,"F1","S117",0,"SA",0.0441927626374432,0.9,0.9,1,"ESV"
1,"F1","S122",0.0479383242516601,"SA",0.0114590631662442,0.9,0.9,1,"ESV"
1,"F1","S137",0.0894042760101348,"SA",0.0499204859924115,0.9,0.9,1,"ESV"
1,"F1","S159",0.0116436595686311,"SA",0.129038876126643,0.9,0.9,1,"ESV"
1,"F1","S160",0,"SA",0.0358790418524336,0.9,0.9,1,"ESV"
1,"F1","S177",0.0300065510343624,"SA",0.00263486136384116,0.9,0.9,1,"ESV"
1,"F1","S179",0.271041473115496,"SA",0.109562431312929,0.9,0.9,1,"ESV"
1,"F1","S186",0.0262173642760008,"SA",0.20232855506228,0.9,0.9,1,"ESV"
2,"F0","S13",0.45210753294728,"SS",0.361192243257993,0.9,0.9,2,"ESV"
2,"F0","S20",0.307853868130382,"SS",0.376096874548798,0.9,0.9,2,"ESV"
2,"F0","S28",0.00824982082132955,"SS",0.0138731389225859,0.9,0.9,2,"ESV"
2,"F0","S39",0,"SS",0.000317679606511572,0.9,0.9,2,"ESV"
2,"F0","S88",0,"SS",0.0087444192487649,0.9,0.9,2,"ESV"
2,"F1","S154",0.19257757803862,"SS",0.050548140425474,0.9,0.9,2,"ESV"
2,"F1","S174",0,"SS",0.0669547009491975,0.9,0.9,2,"ESV"
2,"F1","S176",0.0272096482150208,"SS",0.0298650052430022,0.9,0.9,2,"ESV"
2,"F1","S186",0.00655880663645888,"SS",0.021434826680618,0.9,0.9,2,"ESV"
2,"F1","S195",0.00544272733854822,"SS",0.0151688416203514,0.9,0.9,2,"ESV"
2,"F1","S198",0,"SS",0.0558041121670055,0.9,0.9,2,"ESV"
2,"F0","S9",0,"AA",0.00281294584811487,0.9,0.9,2,"ESV"
2,"F0","S13",0.0115240488671422,"AA",0.0255351950908827,0.9,0.9,2,"ESV"
2,"F0","S22",0.00978134860286576,"AA",0.00847499182946695,0.9,0.9,2,"ESV"
2,"F0","S28",0.0496456946555033,"AA",0.0535732388753102,0.9,0.9,2,"ESV"
2,"F0","S29",0.0134817703765746,"AA",0.0121460686079452,0.9,0.9,2,"ESV"
2,"F0","S32",0.00300868457143232,"AA",0.032344762541409,0.9,0.9,2,"ESV"
2,"F0","S62",0.0250874869666337,"AA",0.0041130232798524,0.9,0.9,2,"ESV"
2,"F1","S134",0.278051875350613,"AA",0,0.9,0.9,2,"ESV"
2,"F1","S147",0,"AA",0.0460466764812565,0.9,0.9,2,"ESV"
2,"F1","S169",0.193134986791123,"AA",0.10137392446735,0.9,0.9,2,"ESV"
2,"F1","S176",0,"AA",0.00057627821932868,0.9,0.9,2,"ESV"
2,"F1","S183",0.05824005499068,"AA",0.266869941140934,0.9,0.9,2,"ESV"
2,"F1","S186",0.331025325048056,"AA",0.164130534543709,0.9,0.9,2,"ESV"
2,"F1","S195",0.0270186888632231,"AA",0.282002393110185,0.9,0.9,2,"ESV"
2,"F0","S13",0.435379773106211,"SA",0.350594212516069,0.9,0.9,2,"ESV"
2,"F0","S28",0,"SA",0.0299175973202596,0.9,0.9,2,"ESV"
2,"F0","S29",0,"SA",0.0121460686079452,0.9,0.9,2,"ESV"
2,"F0","S32",0.000483710081420371,"SA",0.032344762541409,0.9,0.9,2,"ESV"
2,"F0","S88",0.0276439690593764,"SA",0.0087444192487649,0.9,0.9,2,"ESV"
2,"F1","S147",0.0052082256489181,"SA",0.0460466764812565,0.9,0.9,2,"ESV"
2,"F1","S154",0.058613803895612,"SA",0.050548140425474,0.9,0.9,2,"ESV"
2,"F1","S169",0.02298619109598,"SA",0.10137392446735,0.9,0.9,2,"ESV"
2,"F1","S176",0.168636487752185,"SA",0.0304412834623308,0.9,0.9,2,"ESV"
2,"F1","S183",0.247667711029498,"SA",0.266869941140934,0.9,0.9,2,"ESV"
2,"F1","S186",0.0333800983408923,"SA",0,0.9,0.9,2,"ESV"
2,"F1","S195",0,"SA",0.0151688416203514,0.9,0.9,2,"ESV"
2,"F1","S198",0,"SA",0.0558041121670055,0.9,0.9,2,"ESV"
3,"F0","S28",0.2930262679632,"SS",0.289659211175411,0.9,0.9,3,"ESV"
3,"F0","S36",0.0728485263554882,"SS",0,0.9,0.9,3,"ESV"
3,"F0","S43",0,"SS",0.0930501176164675,0.9,0.9,3,"ESV"
3,"F0","S75",0,"SS",0.0125269774143941,0.9,0.9,3,"ESV"
3,"F0","S83",0.101241627257394,"SS",0.0577832987954695,0.9,0.9,3,"ESV"
3,"F0","S89",0.293458167244607,"SS",0.300112043512718,0.9,0.9,3,"ESV"
3,"F1","S113",0.0418347519978797,"SS",0.0347284020909262,0.9,0.9,3,"ESV"
3,"F1","S122",0,"SS",0.00410377247223593,0.9,0.9,3,"ESV"
3,"F1","S153",0.170801017933222,"SS",0.130827578062738,0.9,0.9,3,"ESV"
3,"F1","S165",0.0267896206731044,"SS",0.067761764332316,0.9,0.9,3,"ESV"
3,"F1","S174",0,"SS",0.00793484901525985,0.9,0.9,3,"ESV"
3,"F1","S176",0,"SS",0.00151196349279654,0.9,0.9,3,"ESV"
3,"F0","S13",0.0698505279254941,"AA",0.0260698607322107,0.9,0.9,3,"ESV"
3,"F0","S29",0.00720343429364841,"AA",0,0.9,0.9,3,"ESV"
3,"F0","S50",0,"AA",0.0358644156019967,0.9,0.9,3,"ESV"
3,"F0","S81",0,"AA",0.0253432336063997,0.9,0.9,3,"ESV"
3,"F0","S82",0,"AA",0.0916399020258795,0.9,0.9,3,"ESV"
3,"F0","S83",0.0123298519003386,"AA",0.0108129456658282,0.9,0.9,3,"ESV"
3,"F0","S89",0.0773008598317662,"AA",0.00642432979205165,0.9,0.9,3,"ESV"
3,"F0","S90",0.17804567798598,"AA",0.125397758736465,0.9,0.9,3,"ESV"
3,"F1","S113",0,"AA",0.0185182379904632,0.9,0.9,3,"ESV"
3,"F1","S120",0.374933799742271,"AA",0.290415182456715,0.9,0.9,3,"ESV"
3,"F1","S147",0,"AA",0.052497228889372,0.9,0.9,3,"ESV"
3,"F1","S165",0.202137520759298,"AA",0.275520762707427,0.9,0.9,3,"ESV"
3,"F1","S170",0,"AA",0.00812514811067135,0.9,0.9,3,"ESV"
3,"F1","S176",0.0551918552732434,"AA",0.0220051357586638,0.9,0.9,3,"ESV"
3,"F1","S188",0,"AA",0.0113658477011685,0.9,0.9,3,"ESV"
3,"F1","S190",0.0230064259426193,"AA",0,0.9,0.9,3,"ESV"
3,"F0","S43",0.0773712494053975,"SA",0.0930501176164675,0.9,0.9,3,"ESV"
3,"F0","S81",0,"SA",0.0148394212439849,0.9,0.9,3,"ESV"
3,"F0","S82",0,"SA",0.0916399020258795,0.9,0.9,3,"ESV"
3,"F0","S83",0.0348593201591148,"SA",0.0108129456658282,0.9,0.9,3,"ESV"
3,"F0","S89",0.413240600031403,"SA",0.30653637330477,0.9,0.9,3,"ESV"
3,"F1","S113",0,"SA",0.0248938120000131,0.9,0.9,3,"ESV"
3,"F1","S120",0.253799549478746,"SA",0.290415182456715,0.9,0.9,3,"ESV"
3,"F1","S122",0,"SA",0.00410377247223593,0.9,0.9,3,"ESV"
3,"F1","S147",0.158577223946017,"SA",0.052497228889372,0.9,0.9,3,"ESV"
3,"F1","S153",0,"SA",0.00063166526293164,0.9,0.9,3,"ESV"
3,"F1","S165",0,"SA",0.067761764332316,0.9,0.9,3,"ESV"
3,"F1","S174",0,"SA",0.00793484901525985,0.9,0.9,3,"ESV"
3,"F1","S176",0.0127841366934003,"SA",0.0235170992514604,0.9,0.9,3,"ESV"
3,"F1","S188",0.0493679031899291,"SA",0.0113658477011685,0.9,0.9,3,"ESV"
4,"F0","S2",0.674914182309178,"SS",0.471374600262465,0.9,0.9,4,"ESV"
4,"F0","S47",0,"SS",0.077542426394121,0.9,0.9,4,"ESV"
4,"F0","S83",0.00506078523525905,"SS",0.304001730441374,0.9,0.9,4,"ESV"
4,"F0","S85",0.234688770350316,"SS",0.060634989268063,0.9,0.9,4,"ESV"
4,"F1","S153",0.00751976655876553,"SS",0.0137992712226743,0.9,0.9,4,"ESV"
4,"F1","S156",0.00704842663644635,"SS",0,0.9,0.9,4,"ESV"
4,"F1","S171",0.0354558091699476,"SS",0.0418022152040362,0.9,0.9,4,"ESV"
4,"F1","S173",0.0353122303442523,"SS",0.0305548224806106,0.9,0.9,4,"ESV"
4,"F1","S196",0,"SS",0.000289929403270796,0.9,0.9,4,"ESV"
4,"F0","S2",0,"AA",0.00107668266027989,0.9,0.9,4,"ESV"
4,"F0","S5",0,"AA",0.0057918939849877,0.9,0.9,4,"ESV"
4,"F0","S9",0.000768743448093537,"AA",0.0180792476024888,0.9,0.9,4,"ESV"
4,"F0","S47",0.065412907564395,"AA",0.050843061598403,0.9,0.9,4,"ESV"
4,"F0","S48",0.0224796756385609,"AA",0.018300321086801,0.9,0.9,4,"ESV"
4,"F0","S56",0,"AA",0.0112877089110963,0.9,0.9,4,"ESV"
4,"F0","S65",0.120639151372854,"AA",0.105794546785189,0.9,0.9,4,"ESV"
4,"F0","S66",0.0415575159173262,"AA",0.04340465579281,0.9,0.9,4,"ESV"
4,"F0","S67",0.00207709244712353,"AA",0,0.9,0.9,4,"ESV"
4,"F1","S111",0.341482397111487,"AA",0.340123665435538,0.9,0.9,4,"ESV"
4,"F1","S115",0,"AA",0.00238019840540637,0.9,0.9,4,"ESV"
4,"F1","S153",0.0311973326290689,"AA",0.0327637603750778,0.9,0.9,4,"ESV"
4,"F1","S172",0,"AA",0.0304697537312105,0.9,0.9,4,"ESV"
4,"F1","S173",0.374385162981143,"AA",0.339684471394024,0.9,0.9,4,"ESV"
4,"F0","S2",0.527306190273744,"SA",0.472451282922745,0.9,0.9,4,"ESV"
4,"F0","S48",0,"SA",0.018300321086801,0.9,0.9,4,"ESV"
4,"F0","S65",0.0798017127876961,"SA",0.105794546785189,0.9,0.9,4,"ESV"
4,"F1","S115",0,"SA",0.00238019840540637,0.9,0.9,4,"ESV"
4,"F1","S153",0.00549981487859087,"SA",0.0402808365877226,0.9,0.9,4,"ESV"
4,"F1","S171",0,"SA",0.015134496962639,0.9,0.9,4,"ESV"
4,"F1","S173",0.387392268985804,"SA",0.345368363090912,0.9,0.9,4,"ESV"
4,"F1","S196",0,"SA",0.000289929403270796,0.9,0.9,4,"ESV"
5,"F0","S5",0,"SS",0.0233105520299773,0.9,0.9,5,"ESV"
5,"F0","S16",0.534462525656005,"SS",0.36824267590867,0.9,0.9,5,"ESV"
5,"F0","S25",0.192135860135651,"SS",0.323745813325858,0.9,0.9,5,"ESV"
5,"F1","S123",0.0484289192701816,"SS",0,0.9,0.9,5,"ESV"
5,"F1","S149",0.061789060939179,"SS",0.0443226397308368,0.9,0.9,5,"ESV"
5,"F1","S168",0,"SS",0.00387729777256159,0.9,0.9,5,"ESV"
5,"F1","S180",0.163183585730919,"SS",0.152517600709029,0.9,0.9,5,"ESV"
5,"F1","S183",0,"SS",0.0319817987273025,0.9,0.9,5,"ESV"
5,"F1","S194",0,"SS",0.00194866523037152,0.9,0.9,5,"ESV"
5,"F1","S196",0,"SS",0.0296442580678277,0.9,0.9,5,"ESV"
5,"F1","S197",0,"SS",0.0204086767489743,0.9,0.9,5,"ESV"
5,"F0","S3",0.0783898654198731,"AA",0.0496373196404282,0.9,0.9,5,"ESV"
5,"F0","S5",0.0196729574255792,"AA",0.0184343695089928,0.9,0.9,5,"ESV"
5,"F0","S16",0.000647105880863319,"AA",0.011903873791961,0.9,0.9,5,"ESV"
5,"F0","S25",0.0273658754563028,"AA",0.0753505316404285,0.9,0.9,5,"ESV"
5,"F0","S33",0,"AA",0.0204777380079446,0.9,0.9,5,"ESV"
5,"F0","S72",0.14242883550235,"AA",0.0896691199654416,0.9,0.9,5,"ESV"
5,"F1","S117",0.301766757873433,"AA",0.116851341860655,0.9,0.9,5,"ESV"
5,"F1","S135",0,"AA",0.015229916071806,0.9,0.9,5,"ESV"
5,"F1","S144",0.145724090291229,"AA",0.232585333397409,0.9,0.9,5,"ESV"
5,"F1","S149",0,"AA",0.00658244157948375,0.9,0.9,5,"ESV"
5,"F1","S158",0.177552060344286,"AA",0.338936882459082,0.9,0.9,5,"ESV"
5,"F1","S167",0,"AA",0.0234792987977932,0.9,0.9,5,"ESV"
5,"F1","S183",0.106452431183257,"AA",0,0.9,0.9,5,"ESV"
5,"F1","S186",0,"AA",0.000861815669091105,0.9,0.9,5,"ESV"
5,"F0","S25",0.463832272420477,"SA",0.399096344966286,0.9,0.9,5,"ESV"
5,"F0","S72",0,"SA",0.0696208455316465,0.9,0.9,5,"ESV"
5,"F1","S108",0.00709899337642453,"SA",0,0.9,0.9,5,"ESV"
5,"F1","S135",0.0669118324420547,"SA",0.015229916071806,0.9,0.9,5,"ESV"
5,"F1","S149",0,"SA",0.00137923757152937,0.9,0.9,5,"ESV"
5,"F1","S158",0.447262971942832,"SA",0.338936882459082,0.9,0.9,5,"ESV"
5,"F1","S180",0.0148939137370022,"SA",0.152517600709029,0.9,0.9,5,"ESV"
5,"F1","S186",0,"SA",0.000861815669091105,0.9,0.9,5,"ESV"
5,"F1","S194",0,"SA",0.00194866523037152,0.9,0.9,5,"ESV"
5,"F1","S197",0,"SA",0.0204086767489743,0.9,0.9,5,"ESV"
6,"F0","S31",0,"SS",0.139015391846195,0.9,0.9,6,"ESV"
6,"F0","S35",0.27795498395527,"SS",0.35059097809682,0.9,0.9,6,"ESV"
6,"F0","S41",0,"SS",0.0158937899794813,0.9,0.9,6,"ESV"
6,"F0","S60",0,"SS",0.0642880581518945,0.9,0.9,6,"ESV"
6,"F0","S71",0.425617145646306,"SS",0.0780838585284825,0.9,0.9,6,"ESV"
6,"F0","S98",0,"SS",0.0734957755235925,0.9,0.9,6,"ESV"
6,"F1","S102",0.146698626896409,"SS",0.057430577328713,0.9,0.9,6,"ESV"
6,"F1","S112",0,"SS",0.0110119926396745,0.9,0.9,6,"ESV"
6,"F1","S129",0,"SS",0.0179344845783299,0.9,0.9,6,"ESV"
6,"F1","S136",0.1494198621446,"SS",0.13367639324075,0.9,0.9,6,"ESV"
6,"F1","S166",0,"SS",0.0109929577534731,0.9,0.9,6,"ESV"
6,"F1","S169",0,"SS",0.0075644631532435,0.9,0.9,6,"ESV"
6,"F1","S181",0.000309335928055926,"SS",0.0400212493168207,0.9,0.9,6,"ESV"
6,"F0","S13",0.0255547215919441,"AA",0.0423641102307766,0.9,0.9,6,"ESV"
6,"F0","S14",0.178706342849062,"AA",0.079289332589306,0.9,0.9,6,"ESV"
6,"F0","S17",0,"AA",0.005991205972204,0.9,0.9,6,"ESV"
6,"F0","S19",0.00114486225201205,"AA",0,0.9,0.9,6,"ESV"
6,"F0","S29",0,"AA",0.00641521741834845,0.9,0.9,6,"ESV"
6,"F0","S38",0,"AA",0.00340110058059288,0.9,0.9,6,"ESV"
6,"F0","S41",0,"AA",0.05887897926541,0.9,0.9,6,"ESV"
6,"F0","S84",0.0725521580978823,"AA",0.112982619798902,0.9,0.9,6,"ESV"
6,"F1","S112",0,"AA",0.00051906499229812,0.9,0.9,6,"ESV"
6,"F1","S124",0.241378803925643,"AA",0.0941093471876275,0.9,0.9,6,"ESV"
6,"F1","S136",0,"AA",0.0487924008425594,0.9,0.9,6,"ESV"
6,"F1","S137",0.0411259184233725,"AA",0,0.9,0.9,6,"ESV"
6,"F1","S138",0.0792308032350312,"AA",0,0.9,0.9,6,"ESV"
6,"F1","S149",0.0343425987841594,"AA",0.225628486233211,0.9,0.9,6,"ESV"
6,"F1","S150",0,"AA",0.0210073705641305,0.9,0.9,6,"ESV"
6,"F1","S155",0.12923919411759,"AA",0,0.9,0.9,6,"ESV"
6,"F1","S169",0.0128817529598734,"AA",0,0.9,0.9,6,"ESV"
6,"F1","S176",0.183842754401972,"AA",0,0.9,0.9,6,"ESV"
6,"F1","S180",0,"AA",0.300620742764043,0.9,0.9,6,"ESV"
6,"F0","S13",0,"SA",0.0423641102307766,0.9,0.9,6,"ESV"
6,"F0","S14",0,"SA",0.079289332589306,0.9,0.9,6,"ESV"
6,"F0","S29",0,"SA",0.00641521741834845,0.9,0.9,6,"ESV"
6,"F0","S31",0.0425491354916265,"SA",0.139015391846195,0.9,0.9,6,"ESV"
6,"F0","S32",0.0417722399210778,"SA",0,0.9,0.9,6,"ESV"
6,"F0","S38",0.131632907649747,"SA",0.00340110058059288,0.9,0.9,6,"ESV"
6,"F0","S40",0.000872659177016237,"SA",0,0.9,0.9,6,"ESV"
6,"F0","S60",0,"SA",0.0642880581518945,0.9,0.9,6,"ESV"
6,"F0","S71",0.218308593218608,"SA",0.0780838585284825,0.9,0.9,6,"ESV"
6,"F0","S98",0,"SA",0.0734957755235925,0.9,0.9,6,"ESV"
6,"F1","S112",0,"SA",0.0110119926396745,0.9,0.9,6,"ESV"
6,"F1","S124",0,"SA",0.0941093471876275,0.9,0.9,6,"ESV"
6,"F1","S136",0.256321398371157,"SA",0.142876061919354,0.9,0.9,6,"ESV"
6,"F1","S149",0.275717216624402,"SA",0.225628486233211,0.9,0.9,6,"ESV"
6,"F1","S176",0.0328258211653876,"SA",0,0.9,0.9,6,"ESV"
6,"F1","S181",0,"SA",0.0400212493168207,0.9,0.9,6,"ESV"
9,"F0","S2",0.177705378161182,"SS",0,0.9,0.9,9,"ESV"
9,"F0","S11",0,"SS",0.0614278224655585,0.9,0.9,9,"ESV"
9,"F0","S13",0,"SS",0.271793430356636,0.9,0.9,9,"ESV"
9,"F0","S32",0,"SS",0.000614911947923465,0.9,0.9,9,"ESV"
9,"F0","S34",0,"SS",0.0974896067700205,0.9,0.9,9,"ESV"
9,"F0","S47",0.0146285536662326,"SS",0.102186689737735,0.9,0.9,9,"ESV"
9,"F0","S72",0,"SS",0.197688848241315,0.9,0.9,9,"ESV"
9,"F0","S86",0.526181951684309,"SS",0.0151838305924829,0.9,0.9,9,"ESV"
9,"F1","S114",0,"SS",0.0166917659466034,0.9,0.9,9,"ESV"
9,"F1","S140",0.0447417077373109,"SS",0,0.9,0.9,9,"ESV"
9,"F1","S162",0,"SS",0.081445580263294,0.9,0.9,9,"ESV"
9,"F1","S172",0.0710558143116232,"SS",0.0613330116751755,0.9,0.9,9,"ESV"
9,"F1","S179",0,"SS",0.00198968052727928,0.9,0.9,9,"ESV"
9,"F1","S184",0.0369100088332412,"SS",0.0448550051979002,0.9,0.9,9,"ESV"
9,"F1","S186",0.128776550273821,"SS",0.0472997970218476,0.9,0.9,9,"ESV"
9,"F0","S34",0.00621718733659953,"AA",0,0.9,0.9,9,"ESV"
9,"F0","S40",0.0424698575493512,"AA",0.045432245465939,0.9,0.9,9,"ESV"
9,"F0","S47",0.114733199422078,"AA",0.0872332650601678,0.9,0.9,9,"ESV"
9,"F0","S62",0.0536831219072231,"AA",0.0558774607618193,0.9,0.9,9,"ESV"
9,"F0","S86",0,"AA",0.0312695665701987,0.9,0.9,9,"ESV"
9,"F1","S129",0,"AA",0.0736216427310575,0.9,0.9,9,"ESV"
9,"F1","S131",0.328871961105579,"AA",0.343419351415821,0.9,0.9,9,"ESV"
9,"F1","S172",0.0130549498109375,"AA",0,0.9,0.9,9,"ESV"
9,"F1","S179",0.440969712964488,"AA",0.200609149306416,0.9,0.9,9,"ESV"
9,"F1","S182",0,"AA",0.13089587444377,0.9,0.9,9,"ESV"
9,"F1","S186",0,"AA",0.0316414277817004,0.9,0.9,9,"ESV"
9,"F0","S13",0.235415418131938,"SA",0.271793430356636,0.9,0.9,9,"ESV"
9,"F0","S32",0,"SA",0.000614911947923465,0.9,0.9,9,"ESV"
9,"F0","S40",0,"SA",0.00091012676620318,0.9,0.9,9,"ESV"
9,"F0","S47",0.141679734072207,"SA",0.133004662486814,0.9,0.9,9,"ESV"
9,"F0","S62",0.00155105471779868,"SA",0.0199613317694325,0.9,0.9,9,"ESV"
9,"F0","S86",0.0733855862146514,"SA",0.0312695665701987,0.9,0.9,9,"ESV"
9,"F1","S113",0.108486907905989,"SA",0,0.9,0.9,9,"ESV"
9,"F1","S114",0,"SA",0.0166917659466034,0.9,0.9,9,"ESV"
9,"F1","S129",0,"SA",0.0736216427310575,0.9,0.9,9,"ESV"
9,"F1","S131",0.422411546544163,"SA",0.343419351415821,0.9,0.9,9,"ESV"
9,"F1","S162",0,"SA",0.081445580263294,0.9,0.9,9,"ESV"
9,"F1","S172",0.00574325734206764,"SA",0,0.9,0.9,9,"ESV"
9,"F1","S179",0.0113264653531764,"SA",0.00198968052727928,0.9,0.9,9,"ESV"
9,"F1","S184",0,"SA",0.0252779318125009,0.9,0.9,9,"ESV"
12,"F0","S2",0,"SS",0.055800945767308,0.9,0.9,12,"ESV"
12,"F0","S13",0.615487772614384,"SS",0.507128476518957,0.9,0.9,12,"ESV"
12,"F0","S40",0,"SS",0.0207847077470447,0.9,0.9,12,"ESV"
12,"F0","S41",0.257651409349839,"SS",0.286202399537709,0.9,0.9,12,"ESV"
12,"F0","S81",0,"SS",0.0087452720565983,0.9,0.9,12,"ESV"
12,"F1","S134",0.0461745364543346,"SS",0.0296329594797923,0.9,0.9,12,"ESV"
12,"F1","S160",0.0113827304650855,"SS",0.0088942659239039,0.9,0.9,12,"ESV"
12,"F1","S166",0,"SS",0.00218089465294955,0.9,0.9,12,"ESV"
12,"F1","S186",0.0693035426277382,"SS",0.0806300593074358,0.9,0.9,12,"ESV"
12,"F0","S2",0,"AA",0.075510896186591,0.9,0.9,12,"ESV"
12,"F0","S5",0,"AA",0.0080385271713674,0.9,0.9,12,"ESV"
12,"F0","S13",0.0962911693718716,"AA",0.10030984809875,0.9,0.9,12,"ESV"
12,"F0","S14",0,"AA",0.0938733508031225,0.9,0.9,12,"ESV"
12,"F0","S40",0.0943077339182906,"AA",0.0567082121667787,0.9,0.9,12,"ESV"
12,"F0","S52",0.0122845939584317,"AA",0,0.9,0.9,12,"ESV"
12,"F0","S81",0.136986261054633,"AA",0.0359494021161828,0.9,0.9,12,"ESV"
12,"F1","S130",0.192235767429609,"AA",0.294779798066639,0.9,0.9,12,"ESV"
12,"F1","S160",0.112995878965412,"AA",0.0272508360935266,0.9,0.9,12,"ESV"
12,"F1","S166",0.163001545771772,"AA",0,0.9,0.9,12,"ESV"
12,"F1","S186",0.191897001723417,"AA",0.307579120283783,0.9,0.9,12,"ESV"
12,"F0","S13",0.55226707048701,"SA",0.499215034701139,0.9,0.9,12,"ESV"
12,"F0","S14",0,"SA",0.0938733508031225,0.9,0.9,12,"ESV"
12,"F0","S40",0,"SA",0.011124135223647,0.9,0.9,12,"ESV"
12,"F0","S81",0.0623770221296691,"SA",0.0343735383962384,0.9,0.9,12,"ESV"
12,"F1","S130",0.300190189800983,"SA",0.294779798066639,0.9,0.9,12,"ESV"
12,"F1","S134",0,"SA",0.000151325549644694,0.9,0.9,12,"ESV"
12,"F1","S160",0.0851656834832828,"SA",0.0304389848195609,0.9,0.9,12,"ESV"
12,"F1","S166",0,"SA",0.00218089465294955,0.9,0.9,12,"ESV"
12,"F1","S186",0,"SA",0.0338629242541974,0.9,0.9,12,"ESV"
13,"F0","S7",0.0473292419393451,"SS",0,0.9,0.9,13,"ESV"
13,"F0","S25",0.233602218023324,"SS",0,0.9,0.9,13,"ESV"
13,"F0","S26",0.0498098177608499,"SS",0.0540366271367045,0.9,0.9,13,"ESV"
13,"F0","S39",0.129467264410538,"SS",0,0.9,0.9,13,"ESV"
13,"F0","S47",0,"SS",0.258386552232254,0.9,0.9,13,"ESV"
13,"F0","S73",0.212678237297422,"SS",0.260589771205385,0.9,0.9,13,"ESV"
13,"F0","S79",0.211440710883144,"SS",0.105270047828089,0.9,0.9,13,"ESV"
13,"F0","S80",0,"SS",0.0963141007986445,0.9,0.9,13,"ESV"
13,"F0","S90",0,"SS",0.00434743800233852,0.9,0.9,13,"ESV"
13,"F0","S94",0,"SS",0.100203103505208,0.9,0.9,13,"ESV"
13,"F1","S112",0,"SS",0.000259066764405008,0.9,0.9,13,"ESV"
13,"F1","S137",0.0769354067224973,"SS",0.071730409746742,0.9,0.9,13,"ESV"
13,"F1","S142",0.0151569270344207,"SS",0,0.9,0.9,13,"ESV"
13,"F1","S151",0.00687897385635577,"SS",0.0114952889823414,0.9,0.9,13,"ESV"
13,"F1","S155",0,"SS",0.0139632636660368,0.9,0.9,13,"ESV"
13,"F1","S161",0,"SS",0.00300059086651818,0.9,0.9,13,"ESV"
13,"F1","S166",0.0167011696693297,"SS",0.0204037093656664,0.9,0.9,13,"ESV"
13,"F0","S5",0.0838960395259726,"AA",0.0829299775329395,0.9,0.9,13,"ESV"
13,"F0","S26",0.0273088003928292,"AA",0.0531424775095785,0.9,0.9,13,"ESV"
13,"F0","S64",0,"AA",0.04459434983559,0.9,0.9,13,"ESV"
13,"F0","S73",0,"AA",0.0404719276728084,0.9,0.9,13,"ESV"
13,"F0","S79",0.409972895281075,"AA",0.205037113240466,0.9,0.9,13,"ESV"
13,"F0","S94",0,"AA",0.0077467117571743,0.9,0.9,13,"ESV"
